channel,start_time,stop_time,label,confidence
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,1,500,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,501,997,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
TERM,998,1173,0,1
